"UK.Independence.Party","Conservative","Green","Democratic.Unionist.Party","Alliance","Sinn.Fein","Social.Democratic.and.Labour.Party","Ulster.Unionist.Party","Cannabis.is.Safer.than.Alcohol.Party","Traditional.Unionist.Voice","Ind86","Constituency","CV","FPTP","Labour","Plaid.Cymru","Liberal.Democrat","Trade.Unionist.and.Socialist.Coalition","Scottish.National.Party","National.Health.Action.Party","Respect","Speaker","Ind38"
0,47088.0000000001,0,0,0,0,0,0,0,0,0,"Witham","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,58138.0000000001,0,0,0,0,0,0,0,0,0,"Witney","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,51846,0,0,0,0,0,0,0,0,0,"Woking","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,55640.9999999999,0,0,0,0,0,0,0,0,0,"Wokingham","Conservative","Conservative",0,0,0,0,0,0,0,0,0
34003,0,0,0,0,0,0,0,0,0,0,"Wolverhampton North East","UK.Independence.Party","Labour",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Wolverhampton South East","Labour","Labour",34764,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Wolverhampton South West","Labour","Labour",40160.0000000001,0,0,0,0,0,0,0,0
0,49654,0,0,0,0,0,0,0,0,0,"Worcester","Conservative","Conservative",0,0,0,0,0,0,0,0,0
38273,0,0,0,0,0,0,0,0,0,0,"Workington","UK.Independence.Party","Labour",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Worsley and Eccles South","Labour","Labour",41663.9999999999,0,0,0,0,0,0,0,0
0,50763,0,0,0,0,0,0,0,0,0,"Worthing West","Conservative","Conservative",0,0,0,0,0,0,0,0,0
32508.0000000001,0,0,0,0,0,0,0,0,0,0,"Wrexham","UK.Independence.Party","Labour",0,0,0,0,0,0,0,0,0
0,50861.9999999999,0,0,0,0,0,0,0,0,0,"Wycombe","Conservative","Conservative",0,0,0,0,0,0,0,0,0
0,49893,0,0,0,0,0,0,0,0,0,"Wyre and Preston North","Conservative","Conservative",0,0,0,0,0,0,0,0,0
30439.4999999947,11789.5000000054,0,0,0,0,0,0,0,0,0,"Wyre Forest","UK.Independence.Party","Conservative",0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Wythenshawe and Sale East","Labour","Labour",42971.0000000001,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Yeovil","Liberal.Democrat","Conservative",0,0,56933,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Ynys Môn","Plaid.Cymru","Labour",0,34778.0000000001,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"York Central","Labour","Labour",47386,0,0,0,0,0,0,0,0
0,53903.0000000001,0,0,0,0,0,0,0,0,0,"York Outer","Conservative","Conservative",0,0,0,0,0,0,0,0,0
